,Unnamed: 0,title,ref_txt,kw_list
627,242306,Расчет и анализ семиполосной щелевой антенны с небольшим частотным отношением и различными беспроводными применениями,"Предложена низкопрофильная плоская многополосная щелевая антенна, покрывающая беспроводные диапазоны. Антенна резонирует на семи центральных частотах: 2,54__ГГц; 3,48__ГГц; 4,02__ГГц; 4,34__ГГц; 5,1__ГГц; 5,54__ГГц и 6,24__ГГц. Антенна показывает круговую поляризацию в двух частотных полосах: от 3,42 до 3,68__ГГц и 6,2 до 6,94__ГГц. Расчетные данные хорошо согласуются с результатами измерений",анализ\антенны\беспроводные сети\расчет\щелевые антенны
628,61749,Определение оптимального значения индуктивности сглаживающего реактора в схеме передачи постоянного тока с использованием высокотемпературного сверхпроводящего кабеля,Реакторы являются неотъемлемой частью любой энергосистемы и выполняют огромное количество различных функций  Российскими заводами изготовителями налажен выпуск большинства типов реакторов различных конструкций  Однако особый интерес представляют сглаживающие реакторы для мощных выпрямителей передач постоянного тока  так как серийного производства таких аппаратов практически не существует  Несмотря на широту применения и накопленный опыт производства и конструирования  нет полной ясности в выборе оптимального значения индуктивности реакторов для линий передач постоянного тока большой мощности  особенно  если речь заходит о перспективных и инновационных проектах,параметры сглаживающих реакторов передачи постоянного тока режимы ЭЭС
629,34541,"Эко-эффективность оценки процессов разделения ацетон-метанол, использующей вычислительное моделирование","Оценка параметров окружающей среды промышленных процессов играет фундаментальную роль в уменьшении не только их экологических столкновений, но также затрат, связанных с функционированием установок. В этом рассмотрении цель этой работы в оценке через эко-индикаторы и с помощью вычислительного моделирования потребления энергии, выделения CO[2] и потребления воды тремя различными установками разделения ацетона-метанола, а именно, дистилляция под давлением, условная экстрактивная дистилляция и энергетически интегрированная экстрактивная дистилляция. Указанные процессы были сравнены с другими с точки зрения их эффективности окружающей среды по методу ECI, который показал, что интегрированные процессы являются наиболее экологически дружественны",ацетон\дистилляция\метиловый спирт\моделирование\смеси
630,139403,Геодезическое сопровождение строительства пожарной сети линейной производственно-диспетчерской станции (ЛПДС),"Рассмотрен процесс геодезического сопровождения строительства пожарной сети, входящей в комплексную систему автоматического пожаротушения, регламентируемый требованиями сокращения сроков работ, повышения эффективности труда, качества производимых работ и получаемой продукции, а также снижением затрат на выполняемый комплекс работ. Установлено, что при выполнении работ был налажен технологический процесс производства строительных и разбивочных работ для обеспечения высокой производительности труда",диспетчерская станция\противопожарная защита\строительство
631,214218,Композиционная модификация пирогенных продуктов с использованием CaCO[3] и CO[2] из термолиза поливинилхлорида (ПВХ),"Изучены механистические особенности CO[2] в термолизе ПВХ для модификации пирогенных продуктов. Механистическая роль CO[2] в термолизе ПВХ изменяется при разной пиролитической температуре. Например, CO[2] участвует в неизвестных реакциях с образованием CO при температуре выше 600_0, когда CO[2] играет ключевую роль как донор кислорода. Это новое тепловое поведение, вызванное CO[2], могло бы стать новым способом переноса углерода из пиролитического масла в синтез-газ (т.е. H[2] и CO) без использования катализаторов. Эта идентифицированная реакция с образованием CO увеличивалась до 42 раз в присутствии CaCO[3], что было пропорционально загрузке CO[2]. Механизмы ступенчатой термической деградации ПВХ (т.е. дегидрирование с последующим дехлорированием) обеспечили благоприятные условия для образования производных бензола PAHs в пиролитическом масле. В температурном диапазоне от 480 до 600_0 CO[2] играет главную роль в ограничении образования производных бензола, что впоследствии понизило образование PAHs путем блокирования пути газофазных реакций присоединения. Полностью оптимизировали рабочие параметры, такие как точное количество CO[2], объемная скорость CO[2] и другие параметры термолиза ПВХ. Однако все экспериментальные данные незначительно описывали возможное использование CO[2] для модификации пирогенных продуктов, которые могут применяться в различных областях, таких как контроль загрязнителей воздуха (APCs) и энергетические приложения",использование\кальций карбонат\модифицирование\образование\пирогенные вещества\поливинилхлорид\продукты\разложение термическое\углерод диоксид\углерод оксид
632,347392,Обеспечение водородной безопасности на атомных станциях с водоохлаждаемыми реакторными установками. Современное состояние проблемы,"В докладе проведен анализ зарубежных и отечественных работ, направленных на повышение водородной безопасности водоохлаждаемых ядерных реакторов с учетом уроков аварии на АЭС ""Фукусима-Дайичи"". Рассмотрены неопределенности и ограничения существующих подходов к обеспечению водородной взрывобезопасности АЭС в условиях запроектных (тяжелых) аварий. Определены первоочередные фундаментальные и прикладные проблемы, решение которых необходимо для целенаправленного и эффективного повышения уровня водородной безопасности на АЭС с реакторами ВВЭР, включая методологические, инструментальные и организационно-технические аспекты",аварийные ситуации\атомные электростанции\безопасность\безопасность атомных станций\водоохлаждаемые\водород\водородная безопасность\проблемы\решения\ядерные реакторы\ядерные реакторы ВВЭР
633,86147,Характеристики горячей коррозии и электрохимическое исследование многослойных термобарьерных покрытий CoNiCrAlY/YSZ/YSZ-La[2]O[3] в присутствии расплавленной соли,"Одним из эффективных методов предотвращения разрушения материалов при высоких температурах является термобарьерное покрытие (TBC). Исследована многослойная система (TNiCrAlY/YSZ/YSZ-10__мас.% La[2]O[3]), которую наносили на суперсплав__IN738 с HVOF и атмосферного плазменного напыления (APS). Изучение высокотемпературного поведения ТВС проводили в расплаве Na[2]SO[4] (20 мас.%)__+ V[2]O[5] при 880_0С в течение 400__час. Кинетика горячей коррозии определялась путем измерения толщины термически выращенного оксида через равные промежутки времени. Электрохимическое поведение образцов с покрытием исследовали методом электрохимической поляризации. Фазовый состав, морфологию поверхности и распределение элементов в покрытии анализировали XRD и FESEM. Результаты показали, что нанесенное многослойное керамическое покрытие препятствовало проникновения коррозийных компонентов и замедляло рост фазы YVO[4] и трансформацию образовавшейся моноклинной фазы ZrO[2].","TNiCrAlY/YSZ/YSZ-10__мас.% La[2]O[3], термобарьерные, многослойные, HVOF, расплав Na[2]SO[4] (20__мас.%)__+ V[2]O[5], коррозия высокотемпературная, сплав__IN738\покрытия керамические"
634,227733,Индуцированный квазидинамический беспорядок в структуре имплантированного ионами рения кварцевого стекла,"Исследованы спектры УФ поглощения кварцевых стекол КУВИ (IV тип), облученных ионами рения с энергией 30 кэВ. Обнаружено, что с ростом флюенса ионов (5~x10{15}-5~x10{17} см{2}) наблюдается характерное веерообразное уширение края оптического поглощения стекол. Результаты интерпретированы в рамках обобщенного правила Урбаха (приближение квазидинамического беспорядка, индуцированного ионным облучением). На основе дозовой зависимости характеристической энергии Урбаха сделана оценка эффективного сечения процесса радиационного разупорядочения матрицы стекла. Найдено, что указанная величина изменяется в пределах 1,07~x10{-17}-1,2~x 10{-18} см{2} с ростом флюенса. Методом Тауца для прямых разрешенных межзонных переходов определена ширина оптической щели имплантированных образцов. На основе принципа эквивалентности статического и динамического структурного беспорядка определено соотношение констант деформационных потенциалов второго порядка, определяющее взаимосвязь энергии Урбаха и ширины оптической щели матрицы кварцевого стекла SiO[2].",SCPE\SLR\SLTB
635,18773,Копчение как способ удаления илистого запаха у рыбы,Показано  что для повышения конкурентоспособности продукции сырье  для которой добывается в малопроточных водоемах с заиленным дном и малой аэрацией воды  необходимо производить процесс копчения данной рыбы  Также увеличивается срок хранения копченой рыбы сроком до 1 месяца при температуре от 0 до  5 градусов  что дает возможность реализовывать данную конкурентоспособную продукцию в дальних регионах страны  Использование процесса копчения улучшает внешний вид тушек рыбы  что способствует более быстрой реализации продукции,влияние запах илистый  удаление копчение рыба срок годности
636,242534,К вопросу об изучении жирнокислотного состава липидов яиц  яичных продуктов и мяса птицы разного вида,Проведен анализ отечественных и зарубежных справочных таблиц состава птицепродуктов по содержанию жирных кислот  Показано  что существующие таблицы не отвечают современным представлениям о пищевой и биологической ценности продуктов и требуют уточнения в части жирнокислотного состава  С этой целью методом газо жидкостной хроматографии получены экспериментальные данные по составу жирных кислот некоторых видов мяса птицы и яиц,жирные кислоты липиды мясо птицы состав яичные продукты яйца птиц
637,310228,Механизм активизации трудовых процессов,"Рассмотрен механизм активизации трудовых процессов позволяющий продуктивно использовать материальные и финансовые ресурсы, а также учитывать механизм новой критериальной оценки деятельности, обеспечивающей рост трудового потенциала и его эффективности.",Россия\трудовой процесс\экономика труда\эффективность
638,55311,РОЛЬ ПРЕДШЕСТВЕННИКА В ФОРМИРОВАНИИ УРОЖАЙНОСТИ СОИ НА ФОНЕ ДЛИТЕЛЬНОГО ПРИМЕНЕНИЯ УДОБРЕНИЙ,"Дан анализ эффективности предшественников сои и пшеницы в длительном стационарном опыте с удобрениями Географической сети опытов. Опыт заложен в 1962 - 1964 гг. в пятипольном севообороте на опытном поле ВНИИ сои на луговой черноземовидной почве. Установлено, что соя является хорошим предшественником для пшеницы. Применение азотно-фосфорных удобрений в дозе N[210]P[240] за ротацию севооборота повышает урожайность пшеницы до 30%. Выявлено, что сою лучше размещать по соево-овсяной смеси и следует воздержаться от ее размещения по сое, посеянной на сидерат, так как это снижает ее урожайность более, чем на 20%",минеральные удобрения\предшественники\севообороты\соя\урожайность
639,102967,Метилтрансферазная активность РНК-вируса Денге при использовании очищенного белка,"Лихорадки Денге - переносимое москитами заболевание, вызываемое вирусом Денге, содержащем плюс-цепь РНК. Вирусная РНК кодирует один полипротеин следующего строения: C-M-E-NS1-NS2A-NS2B-NS3-NS4A-NS4B-NS5. Полипротеин расщепляется на 3 вспомогательных белка (C, M и E) и 7 неструктурных белков: NS1, NS2A, NS2B, NS3, NS4A, NS4B и NS5. NS3 и NS5 являются многофункциональными химически активными молекулами, выполняющими различные задачи в жизненном цикле вируса. N-концевая область NS5 несет безошибочные сайты рестрикции GTP и S-аденозилметионина (SAM). Работа GTP-рестриктирующего сайта задерживается при движении гуанилилтрансферазы (GTазы) NS5. Представлена разработка по конструированию MTазного пространства NS5 в артикуляционном векторе E. coli и условия для реализации ферментативной активности N7- и 2'O-метилтрансферазы. Саудовская Аравия, Dep. Biol. Sci., King Abdulaziz Univ., Jeddah.",NS5\вирус Денге\генно-инженерные конструкции\кэпирование вирусной РНК\метилтрансферазная активность\неструктурный белок
640,41609,Механизмы влияния содержания бора и термообработки на свойства магнитов системы Nd Fe Al Ti B,Проведены исследования магнитных свойств магнитов системы Nd Fe Al Ti B с различным содержанием титана и бора  подвергнутых разным режимам термообработки  Зависимость коэрцитивной силы от содержания бора в материале магнитов после спекания имеет экстремальный характер  Величина и положение максимума зависят от содержания Ti и B в материале  что связано с образованием борсодержащих фаз Ti B  Измерены необратимые потери по намагниченности в зависимости от температуры и режимов термообработки  Низкотемпературная обработка вносит наибольший вклад в величину коэрцитивной силы и термостабильность спеченных магнитов системы Nd Fe Al Ti B из за присутствия Nd обогащенной фазы и ее перераспределения  вследствие чего происходит сглаждивание границ зерен и уменьшение центров локальных размагничивающих полей,магнитные свойства спеченные материалы текстура
641,97412,Цифровая трансформация управления промышленными предприятиями: применение беспилотных летательных аппаратов,"Обоснована необходимость перехода промышленных предприятий на цифровую основу управления бизнесом. Проведен анализ литературных источников по проблемам цифровой трансформации промышленных предприятий, который показал актуальность проведения исследований в области цифровизации систем управления промышленными предприятиями и позволил сформулировать основные технологические тренды ведения бизнеса в рамках Industry__4.0. В результате проведенного анализа установлено, что одним из технологических трендов в промышленности является применение беспилотных летальных аппаратов (БПЛА). На примере строительной отрасли описаны возможности использования беспилотных летальных аппаратов, которые стали высокоэффективной IT-технологией, спектр применения которой достаточно широкий: от мониторинга текущей ситуации и обеспечения безопасности на объекте до помощи в проведении сложнейших геодезических работ на труднодоступных объектах. Результатом работы явилась формулировка технологических преимуществ использования беспилотных летательных аппаратов в промышленности, а именно: построение и реализация информационной модели промышленного объекта (BIM), ортомозаика, создание автоматизированных строительных площадок. Наряду с преимуществами определены и основные трудности внедрения роботизированных технологий в промышленности",Россия\беспилотные летательные аппараты\промышленные предприятия\управление предприятиями\цифровая трансформация
642,71731,Маренситное превращение в сплаве Ni 52 Mn 24 Ga 24  в различных структурных состояниях,Представлены результаты исследования температурной зависимости намагниченности поликристаллического сплава Ni 52 Mn 24 Ga 24  в исходном литом состоянии  после интенсивной пластической деформации кручением под высоким квазигидростатическим давлением и после отжига деформированного образца при температуре 400  C в течение 2 часов  Интенсивная пластическая деформация поликристаллического сплава Ni 52 Mn 24 Ga 24  приводит разрушению ферромагнитного порядка в образце и мартенситное превращение в таком материале отсутствует  Отжиг образца сплава при температуре 400  C в течение 2 часов приводит к восстановлению только ферромагнитного порядка  мартенситное превращение не наблюдается,мартенситные превращения поликристаллические сплавы свойства структура термоциклирование
643,338316,Глубокое представление для оценки качества изображений сосудов пальца,Для повышения робастности верификации кровеносных сосудов пальца к ухудшению качества изображения предлагается глубокая нейронная сеть для обучения представления к предсказанию качества изображения при ограниченных знаниях,анализ изображений\идентификация пальцев\кровеносные сосуды
644,139826,Количество прочтений на сайте Mendeley как средство для идентификации высокоцитируемых публикаций.,"На примере массива данных за 2004-2013 гг. о публикациях по 5 крупным научным предметным областям доказано, что количество прочтений на сайте Mendeley может быть более точным индикатором для определения высокоцитируемых публикаций, чем уровень их цитирования по данным в БД Web of Science. Отмечается, что количество прочтений является хорошим индикатором научного значения для недавно опубликованных работ.",количество прочтений\наукометрический анализ\сайт Mendeley\сравнение индикаторов\уровень цитирования
645,265359,Влияние предварительной 5% деформации на текстуру листа из Al-сплава 2219,"Листы выдерживали 30...35__мин при 535___0C. Часть листов предварительно удлиняли на 5%. Текстуру листов исследовали на EBSD. Установлено, что 5% деформация привела к росту зерна с 57 до 462__мкм и развитию преобладающей текстуры (001)_(100_)",Al-сплавы\деформации\листы\текстуры
646,179182,МОДЕЛИРОВАНИЕ ПОДЪЕМА ВОДЫ В МНОГОУРОВНЕВОЙ КАПИЛЛЯРНОЙ СИСТЕМЕ C ПЕРЕМЕННЫМИ ПАРАМЕТРАМИ,Рассмотрена модель с капиллярами разного радиуса  Рассчитано продвижение воды в капиллярах  радиусы которых уменьшаются с ростом номера уровня и определено продвижение воды при условии  что углы наклона капилляров в разных уровнях различны  а расстояние между уровнями расположения капилляров не постоянно  Описанная капиллярная модель позволяет изучать распределение воды при различных диаметрах капилляров  расстояниях между уровнями  а также углах наклона капилляров к горизонтали  Показано  что продвижение воды в наклонных ветвях зависит от параметров капиллярной системы  Распределение воды в капиллярах ксилем растений при всем их многообразии может быть описано и изучено с помощью построенной модели многоуровневой системы капилляров с переменными параметрами  исходя из того  что подъем воды в ксилеме происходит силами поверхностного натяжения в мениске капилляра  Показано  что подъем воды в вертикальном капилляре зависит от количества ветвей и соотношения их параметров и всегда больше  чем в одиночном вертикальном капилляре того же радиуса  Установлено  что высота подъема воды в наклонных капиллярных ветвях зависит от соотношения параметров системы  за исключением угла их наклона  и всегда меньше  чем в одиночном вертикальном капилляре равного радиуса ,ветви вода высшие растения ксилема модель транспорт
647,381551,Улучшение не содержащего Au омического контакта Ti/Al/W на гетероструктуре AlGaN/GaN при наличии тонкого слоя Ti и низкой температуры отжига,"Исследованы омич. контакт Ti/Al/W и факторы, определяющие оптимальную температуру отжига, для получения не содержащего Au транзистора с высокой подвижностью электронов. Показано, что тонкий слой Ti толщиной 2,7 нм с удельным контактным сопротивлением 2,54~x10{-6} Ом~xсм{2} может быть получен в течение 10-минутного отжига при температуре 500_0С. Уменьшение толщины слоя Ti ведет к понижению температуры отжига, поскольку для получения линейных ВАХ необходима диффузия Al через слой Ti и создание контакта с AlGaN. Слой Ti также необходим для удаления естественного оксида с поверхности AlGaN; миним. толщина слоя Ti составляет 2 нм.",TNFG\TNFH\TNMDE\TQIAB\TQQID\гетероструктуры\отжиг\слои титана\температуры отжига\транзисторы с высокой подвижностью электронов
648,273105,Обсуждение двух разных аспектов защиты частной жизни в проектах косвенного опроса,"Для обсуждения различных аспектов защиты конфиденциальности семейство методов рандомизированного ответа, позволяющих адаптировать защиту конфиденциальности дизайна для респондентов, предложено в качестве представителя проектов косвенного опроса. Предлагаются меры, формализующие различия объективно предлагаемой и субъективно воспринимаемой защиты конфиденциальности. Различные особенности рандомизированных вариантов опроса ответов, влияющие на воспринимаемую защиту конфиденциальности, обсуждаются, в частности, для ``перекрестной модели'' , чтобы избежать недооценки истинных уровней защиты конфиденциальности, которая может привести к обратным результатам в отношении склонности респондентов к сотрудничеству",косвенные опросы\приватность данных
649,137149,Экономическая эффективность энергосберегающих инвестиций. Нельзя ошибаться,"Предложена методика расчета экономической эффективности инвестиций в энергосберегающие проекты в условиях рыночной экономики. В качестве показателей эффективности предложены: чистый дисконтированный доход и индекс доходности. Отмечено, что срок окупаемости можно применять при условии Т[ок.]_<3_-5 лет. Приведены примеры расчетов",Россия\инвестиции\индекс доходности\чистый дисконтированный доход\экономическая эффективность\экономия энергии\энергетика\энергосбережение\энергоэффективность
650,356439,Успешный запуск индийского навигационного спутника,"12 апреля 2017__г. в 4:04 по местному времени с космодрома Шрихарикота был запущен 8-й региональный навигационный спутник IRNSS-II на ракете PSLV-C41, принадлежащей Индийской организации космических исследований (ISRO). Запуск проходил в четыре этапа, и спутник оказался на своей орбите через 19__минут",IRNSS-II\ISRO\PSLV-C41\ИСЗ\ИСЗ IRNSS-II\ИСЗ навигационные\РН\РН PSLV-C41\Шрихарикота\запуски\космодромы\организации и учреждения
651,312531,Экспериментальное исследование теплообмена при сжигании угля в КС НТВ топках,В последнее время на котлах мощностью 4 65   29 МВт все большее распространение получает новая технология сжигания угля  сочетающая КС в нижней части топочной камеры  вихревой факел с горизонтальной осью вращения в надслоевом пространстве топки и дожигание крупных частиц топлива в слоевом режиме на узкой подвижной наклонной воздухораспределительной решетке  КС НТВ   Однако недостаточная эксперим  изученность теплообмена в КС НТВ топках сужает возможности совершенствования топочного процесса и не позволяет реализовать важную задачу уточнения методики расчета теплообмена в таких топках  С целью дальнейшего улучшения конструкции топочных камер проведены исследования теплообмена в топках четырех КС НТВ котлов с оценкой влияния конструктивных параметров и режимных факторов на эффективность тепловой работы топки в целом на равномерность обогрева экранов и возможность работы котла в бесшлаковочном режиме  на условия воспламенения топлива в топочной камере  На основе полученных эксперим  данных разработаны предложения по совершенствованию топочного процесса  сформулированы задачи по дальнейшим эксперим  и теоретическим исследованиям теплообмена в топке КС НТВ,исследования конструкции топки топки с кипящим слоем
652,210818,Сохранение плазмонных изображений нанолитографии при нанопроизводстве,"Минимальное разрешение обычной фотолитографии ограничивается _l/2 или _l/4, где _l___- длина падающей волны. Физический механизм этого предела опирается на факт, что исчезающе малые волны, несущие субволновую информацию об объекте, спадают экспоненциально в среде и не могут достигать плоскости изображения. Поверхностные плазмоны являются неизлучающими электромагнитными волнами, которые переносят информацию вдоль поверхности раздела между металлом и диэлектриком, которые демонстрируют уникальные суб-дифракционные оптические характеристики. На основании свойств поверхностных плазмонов были предложены различные плазмонные литографические методы с использованием интерференции, изображений и прямых записей. Было продемонстрировано, что суб-дифракционное разрешение может быть достигнуто при теоретическом моделировании или экспериментах. Среди различных плазмонных литографических методов создание изображений представляется особенно важным вследствие его совместимости с обычной литографией. Приводится обзор прогрессивных достижений плазмонной литографии формирования изображений и рассмотрены оставшиеся нерешенные проблемы",дифракционный предел\нанолитография\поверхностные плазмоны\субволновая оптика\суперразрешение
653,67789,Анализ возможностей спектральных методов контроля за изменением состава и свойств тяжелых нефтей при паротепловом воздействии,Проведена оценка возможностей современной спектроскопии как метода контроля за тепловым воздействием на тяжелую нефть пермо карбоновой залежи Усинского месторождения,воздействие паротепловое изменение состава и свойств нефть нефть вязкая паротепловое воздействие пермо карбоновые залежи Усинского месторождения спектральные методы контроля тяжелая
654,121270,Поставка слябовых установок непрерывной разливки стали заводу в Индии,"Компания Primetals Technologies (Великобритания) получила заказ от индийской фирмы JSW Steel Ltd. на поставку металлургическому заводу Dolvi двух двухручьевых слябовых установок непрерывной разливки стали общей производительностью 4,5 млн т стали в год с возможностью увеличения производительности в будущем до 6 млн т в год. Ввод в действие намечен на середину 2019 г.",Индия\оборудование\поставки оборудования\производительность\слябовые МНЛЗ\слябовые установки\черная металлургия\экономическое положение
655,336694,"Частота нежелательных реакций при использовании кеторолака в реальной клинической практике России: анализ спонтанных сообщений врачей, по данным системы Фармаконадзора за 2011-2016 гг.","Цель: изучение частоты и характера нежелательных реакций (НР), связанных с применением кеторолака в реальной клинической практике. Источником информации о НР были спонтанные сообщения российских врачей, направленные в Росздравнадзор за период с 2011 по 2016 г. Всего было зарегистрировано 174 НР, возникших у 161 пациента, получавшего кеторолак внутрь или парентерально. Большинство из них (69,5%) составили аллергические реакции разной степени выраженности _- от крапивницы до анафилактического шока. Осложнения со стороны желудочно-кишечного тракта встречались гораздо реже (12,1% от общего числа сообщений). При этом желудочно-кишечные кровотечения были отмечены лишь у пяти больных. С 2011 по 2016 г. в России было реализовано более 115 млн упаковок (таблетки и инъекционная форма) наиболее популярного генерика кеторолака _- Кеторола{R}. Согласно приблизительным расчетам, одно спонтанное сообщение о НР приходится на 560 тыс. курсов лечения кеторолаком, а спонтанное сообщение о желудочно-кишечном кровотечении _- на 18 млн курсов. Заключение: в реальной клинической практике частота НР при применении кеторолака была низкой, однако при использовании этого препарата, как и любых НПВП, всегда следует учитывать возможный риск осложнений. Россия, НИИ ревматологии им. Н.В. Насоновой, Москва. E-mail: aekarateev@rambler.ru",библ. 29\больные\кеторол\кеторолак\нестероидные противовоспалительные средства\обзоры\побочные эффекты
